order_id,customer_id,order_date,payment_method
6766,623,07-01-2022,UPI
6767,4449,09-04-2022,Debit Card
6768,4788,12-04-2023,Wallet
6769,4727,30-11-2023,Debit Card
6770,2373,10-05-2022,Net Banking
6771,2949,21-11-2022,Credit Card
6772,3300,15-11-2023,Debit Card
6773,1169,07-03-2022,Credit Card
6774,4750,18-01-2022,Net Banking
6775,392,20-12-2023,Debit Card
6776,3810,24-05-2022,Credit Card
6777,2408,25-09-2022,Debit Card
6778,4865,30-12-2022,UPI
6779,4893,12-11-2022,Debit Card
6780,4261,29-04-2023,Debit Card
6781,4829,15-04-2023,Wallet
6782,581,06-11-2022,Wallet
6783,821,09-02-2022,Net Banking
6784,1248,14-11-2023,Net Banking
6785,124,17-05-2023,Net Banking
6786,4440,24-10-2023,Credit Card
6787,1875,04-01-2022,Net Banking
6788,524,05-04-2023,Net Banking
6789,3124,11-02-2023,Wallet
6790,4225,19-06-2022,Debit Card
6791,3199,04-02-2023,Net Banking
6792,2786,31-08-2023,Net Banking
6793,2119,02-07-2023,Debit Card
6794,1211,26-09-2023,Wallet
6795,1027,30-09-2022,Wallet
6796,4118,01-07-2022,Debit Card
6797,4262,11-04-2023,Wallet
6798,498,13-12-2022,Wallet
6799,4530,01-03-2023,UPI
6800,2806,28-07-2023,Credit Card
6801,4933,22-09-2023,Debit Card
6802,1694,06-12-2022,Credit Card
6803,4759,09-09-2022,Debit Card
6804,725,09-04-2022,UPI
6805,376,10-05-2023,Debit Card
6806,4399,16-10-2022,Debit Card
6807,2453,22-06-2023,Debit Card
6808,3860,23-08-2023,UPI
6809,1687,14-10-2022,Wallet
6810,4804,18-02-2022,Net Banking
6811,257,08-08-2023,Credit Card
6812,4495,13-07-2022,Credit Card
6813,3601,11-12-2023,Credit Card
6814,51,19-02-2023,Net Banking
6815,595,27-10-2023,Wallet
6816,4914,16-01-2022,UPI
6817,4732,19-04-2022,Debit Card
6818,3874,25-01-2023,Debit Card
6819,3437,28-03-2022,Wallet
6820,1073,02-01-2023,UPI
6821,1477,25-09-2023,Debit Card
6822,4871,10-12-2023,UPI
6823,3021,19-10-2023,Wallet
6824,1665,09-01-2022,Wallet
6825,4493,12-12-2022,Wallet
6826,2731,22-03-2023,Debit Card
6827,1396,26-09-2022,UPI
6828,3898,03-05-2023,Credit Card
6829,4625,14-06-2023,Credit Card
6830,4781,11-04-2022,Debit Card
6831,4046,14-02-2022,Net Banking
6832,2661,12-02-2023,Net Banking
6833,2234,15-10-2022,Wallet
6834,3323,07-01-2022,UPI
6835,4198,03-10-2022,Credit Card
6836,4219,07-02-2023,Wallet
6837,2102,01-01-2023,Debit Card
6838,1307,03-12-2023,Net Banking
6839,1638,14-01-2022,Debit Card
6840,1141,20-11-2023,UPI
6841,616,25-08-2023,UPI
6842,4653,28-08-2023,UPI
6843,4210,12-06-2023,Net Banking
6844,1567,26-10-2023,Net Banking
6845,977,18-02-2023,Wallet
6846,4797,16-05-2022,Debit Card
6847,1317,31-12-2023,Credit Card
6848,2340,01-12-2022,Credit Card
6849,4357,18-05-2022,Credit Card
6850,2097,24-02-2023,Net Banking
6851,379,02-05-2023,Wallet
6852,3466,24-01-2022,UPI
6853,2272,29-08-2022,UPI
6854,1047,10-10-2023,Wallet
6855,1008,28-05-2023,Net Banking
6856,110,26-11-2022,Credit Card
6857,2772,15-09-2023,Debit Card
6858,3884,16-04-2023,Net Banking
6859,2601,24-12-2022,Credit Card
6860,3244,03-04-2023,UPI
6861,1006,21-02-2023,Wallet
6862,4794,27-06-2023,Wallet
6863,306,18-03-2022,Credit Card
6864,959,03-03-2022,Net Banking
6865,954,01-07-2023,Credit Card
6866,2669,15-11-2023,Net Banking
6867,3539,24-06-2022,UPI
6868,2678,23-03-2023,Wallet
6869,1631,22-01-2022,Net Banking
6870,1792,09-10-2023,UPI
6871,2604,14-05-2022,Debit Card
6872,1972,08-06-2023,Credit Card
6873,67,29-03-2023,Net Banking
6874,835,10-04-2022,Credit Card
6875,206,09-07-2023,Credit Card
6876,2834,20-07-2022,Wallet
6877,4251,15-10-2023,Credit Card
6878,1715,03-07-2022,Debit Card
6879,1533,27-05-2022,Wallet
6880,3146,06-10-2022,Credit Card
6881,3121,26-10-2022,Debit Card
6882,708,07-10-2022,Net Banking
6883,179,22-01-2023,UPI
6884,113,13-08-2022,Debit Card
6885,757,28-12-2023,Net Banking
6886,897,02-02-2023,Net Banking
6887,2869,21-02-2023,Net Banking
6888,159,04-06-2022,UPI
6889,786,14-10-2023,Credit Card
6890,1804,15-02-2022,Credit Card
6891,1840,21-04-2022,Credit Card
6892,3169,12-12-2023,Debit Card
6893,2299,16-08-2022,UPI
6894,4079,29-10-2022,Wallet
6895,1543,23-03-2022,UPI
6896,4209,24-05-2022,Wallet
6897,4355,24-07-2023,Net Banking
6898,2155,22-05-2022,Credit Card
6899,575,07-12-2022,Wallet
6900,3039,03-03-2023,Credit Card
6901,1382,20-04-2023,UPI
6902,1223,21-06-2023,Credit Card
6903,2475,06-09-2023,Credit Card
6904,1502,23-05-2022,Debit Card
6905,859,09-08-2023,Wallet
6906,3575,18-02-2023,Debit Card
6907,3730,13-02-2022,UPI
6908,2966,29-08-2022,Net Banking
6909,3192,23-03-2022,Net Banking
6910,1597,30-01-2023,Credit Card
6911,1562,14-05-2023,Net Banking
6912,2523,07-03-2022,Debit Card
6913,2600,05-10-2022,Credit Card
6914,2392,22-08-2023,Credit Card
6915,2676,07-07-2023,Wallet
6916,2184,17-12-2023,Credit Card
6917,277,15-12-2022,Net Banking
6918,3883,17-02-2022,Wallet
6919,3605,10-10-2022,Debit Card
6920,2079,16-12-2022,Net Banking
6921,4343,13-02-2023,Net Banking
6922,4507,11-12-2023,Net Banking
6923,4078,05-12-2023,Debit Card
6924,4169,08-11-2022,Wallet
6925,1121,26-01-2023,Wallet
6926,4769,05-08-2023,Net Banking
6927,2524,17-06-2023,Credit Card
6928,3371,13-07-2023,Credit Card
6929,4383,21-08-2022,Net Banking
6930,1909,31-03-2022,Credit Card
6931,3521,12-12-2023,Debit Card
6932,4308,27-10-2023,Wallet
6933,4497,05-11-2023,Debit Card
6934,4751,06-01-2022,Net Banking
6935,3106,10-01-2022,Credit Card
6936,498,03-12-2022,Net Banking
6937,3588,05-10-2023,Debit Card
6938,4194,11-11-2022,Wallet
6939,2414,22-04-2022,UPI
6940,3801,21-03-2022,Net Banking
6941,463,29-03-2023,Net Banking
6942,2761,17-02-2022,Net Banking
6943,3458,25-10-2023,Net Banking
6944,273,01-04-2022,Wallet
6945,1151,07-10-2023,Wallet
6946,3390,27-11-2023,Debit Card
6947,19,17-03-2022,UPI
6948,1617,26-03-2022,Net Banking
6949,3179,20-09-2022,Debit Card
6950,4082,05-02-2023,Wallet
6951,412,22-08-2022,Credit Card
6952,742,04-08-2022,Wallet
6953,2672,11-12-2022,Wallet
6954,2780,23-06-2022,Credit Card
6955,2625,06-02-2022,Credit Card
6956,515,13-06-2023,Debit Card
6957,207,16-11-2022,UPI
6958,948,09-11-2022,UPI
6959,2442,14-04-2023,Wallet
6960,1829,14-02-2022,Credit Card
6961,3599,14-03-2022,Wallet
6962,2168,31-12-2022,UPI
6963,1657,19-04-2022,UPI
6964,602,13-12-2022,Net Banking
6965,712,18-05-2022,UPI
6966,1204,01-07-2022,Net Banking
6967,1392,31-10-2022,Wallet
6968,2697,23-11-2022,Debit Card
6969,3273,29-05-2023,UPI
6970,4926,21-03-2022,Net Banking
6971,3132,28-04-2022,Debit Card
6972,3731,19-09-2022,Debit Card
6973,2667,21-03-2022,Wallet
6974,550,24-08-2023,Credit Card
6975,4742,11-07-2023,Debit Card
6976,3983,23-09-2022,Wallet
6977,1245,28-01-2023,Credit Card
6978,3887,15-10-2022,Debit Card
6979,4013,02-01-2022,Wallet
6980,2550,11-05-2023,Wallet
6981,3205,15-12-2022,Net Banking
6982,846,25-09-2023,Wallet
6983,4546,19-06-2023,Debit Card
6984,44,25-02-2023,Debit Card
6985,659,13-12-2023,UPI
6986,4824,02-07-2023,Debit Card
6987,3931,10-06-2023,Credit Card
6988,2868,16-04-2023,UPI
6989,3648,11-06-2023,Wallet
6990,2783,18-10-2022,UPI
6991,1692,24-09-2023,Credit Card
6992,2226,18-06-2023,UPI
6993,3067,18-11-2023,Credit Card
6994,1948,19-10-2022,Wallet
6995,1366,25-09-2023,UPI
6996,3131,06-04-2022,Debit Card
6997,4534,29-11-2023,Debit Card
6998,4522,08-05-2023,Credit Card
6999,968,19-02-2023,Credit Card
7000,1405,12-11-2023,Credit Card
7001,486,07-04-2023,Wallet
7002,1756,11-05-2023,Credit Card
7003,3631,26-01-2022,Debit Card
7004,2969,30-01-2022,Debit Card
7005,1580,13-01-2023,Credit Card
7006,2796,25-12-2022,Net Banking
7007,51,31-01-2023,Credit Card
7008,1660,19-04-2022,Net Banking
7009,4301,15-09-2022,UPI
7010,2788,30-11-2022,UPI
7011,4629,08-02-2023,Debit Card
7012,2156,18-03-2023,UPI
7013,4347,19-08-2022,UPI
7014,4231,28-05-2022,UPI
7015,3162,30-06-2023,Wallet
7016,1615,26-07-2023,Wallet
7017,2737,14-06-2022,Credit Card
7018,407,14-07-2022,Net Banking
7019,3380,28-04-2023,Debit Card
7020,4198,07-05-2022,Wallet
7021,1385,13-08-2022,Wallet
7022,3696,11-08-2022,Debit Card
7023,4500,18-07-2023,Wallet
7024,4910,10-07-2023,Debit Card
7025,2903,21-08-2023,Credit Card
7026,1630,04-06-2022,Credit Card
7027,3263,07-02-2022,UPI
7028,1027,27-08-2023,Debit Card
7029,2990,23-10-2023,Debit Card
7030,2225,26-02-2023,Credit Card
7031,2921,13-01-2022,Wallet
7032,4316,15-12-2022,Debit Card
7033,4269,09-02-2023,Debit Card
7034,2784,13-08-2022,Wallet
7035,1414,31-10-2022,Credit Card
7036,4598,15-02-2022,Debit Card
7037,3649,08-08-2022,Debit Card
7038,2809,18-09-2023,Wallet
7039,3332,19-03-2022,UPI
7040,2179,05-10-2022,Wallet
7041,798,13-06-2023,Wallet
7042,2847,07-04-2022,UPI
7043,930,26-04-2023,Debit Card
7044,4819,12-04-2022,UPI
7045,3092,10-11-2023,Net Banking
7046,2263,12-03-2022,UPI
7047,1334,30-12-2023,Credit Card
7048,1275,22-11-2023,Debit Card
7049,4584,07-06-2022,Net Banking
7050,3481,07-07-2023,Net Banking
7051,3343,19-02-2022,UPI
7052,1218,06-02-2023,Net Banking
7053,1465,09-08-2023,Debit Card
7054,4409,30-11-2023,Debit Card
7055,4175,07-03-2022,Wallet
7056,4771,23-08-2022,Wallet
7057,14,18-09-2023,Credit Card
7058,2294,19-12-2023,UPI
7059,2046,26-09-2022,Net Banking
7060,1038,14-09-2022,Wallet
7061,4129,20-02-2023,Debit Card
7062,1460,30-03-2022,Net Banking
7063,257,06-06-2023,UPI
7064,4130,14-05-2023,Net Banking
7065,4074,18-01-2023,Net Banking
7066,1284,22-04-2023,Credit Card
7067,3488,05-02-2023,UPI
7068,2185,04-12-2023,Net Banking
7069,359,22-08-2022,Debit Card
7070,3792,20-07-2023,Debit Card
7071,4850,25-10-2023,Credit Card
7072,3188,02-11-2022,Wallet
7073,4500,28-02-2022,UPI
7074,1226,19-09-2022,Net Banking
7075,2298,26-03-2023,Credit Card
7076,278,01-02-2022,Debit Card
7077,4208,10-03-2022,Net Banking
7078,1987,24-03-2022,Debit Card
7079,3545,16-04-2023,Net Banking
7080,2794,06-07-2023,UPI
7081,392,04-01-2022,Debit Card
7082,969,10-08-2023,Credit Card
7083,2191,23-06-2022,Credit Card
7084,2229,15-04-2022,Credit Card
7085,2627,28-05-2022,Credit Card
7086,2846,02-05-2022,Wallet
7087,4365,14-01-2022,Net Banking
7088,3308,23-05-2023,Net Banking
7089,2601,22-05-2023,Net Banking
7090,2681,20-11-2023,Wallet
7091,4371,22-01-2023,Credit Card
7092,4839,17-06-2023,UPI
7093,86,13-11-2022,Credit Card
7094,3135,29-05-2022,Wallet
7095,4500,20-05-2023,UPI
7096,2240,22-09-2023,Wallet
7097,3365,10-05-2023,Debit Card
7098,2046,13-03-2023,Net Banking
7099,1055,09-03-2023,Net Banking
7100,3402,15-08-2023,Wallet
7101,3730,21-09-2022,UPI
7102,2670,28-11-2023,Debit Card
7103,276,11-04-2022,Debit Card
7104,4747,24-08-2023,Credit Card
7105,4091,12-02-2023,Credit Card
7106,1106,13-07-2023,UPI
7107,4682,23-03-2022,Credit Card
7108,2933,09-02-2023,Net Banking
7109,129,04-05-2022,Wallet
7110,4352,21-09-2022,Net Banking
7111,4327,21-10-2023,Debit Card
7112,3569,29-08-2022,Debit Card
7113,2403,01-04-2022,Wallet
7114,1648,16-08-2022,UPI
7115,3557,03-06-2022,Debit Card
7116,3892,07-01-2023,UPI
7117,2194,27-12-2022,Net Banking
7118,2048,30-11-2022,Credit Card
7119,3105,26-04-2023,Wallet
7120,4356,14-12-2023,Credit Card
7121,2135,03-08-2022,UPI
7122,843,16-11-2023,UPI
7123,1972,30-07-2023,Net Banking
7124,4361,26-06-2023,Net Banking
7125,3904,27-06-2022,UPI
7126,3614,22-03-2023,Net Banking
7127,392,19-06-2022,Wallet
7128,2280,05-06-2022,Debit Card
7129,901,24-07-2023,Wallet
7130,4684,31-01-2022,UPI
7131,2495,04-09-2023,Debit Card
7132,1153,02-10-2023,UPI
7133,1295,02-01-2023,Wallet
7134,466,16-08-2022,UPI
7135,2176,26-04-2022,Net Banking
7136,3246,04-04-2023,UPI
7137,488,08-06-2023,Wallet
7138,2939,28-10-2022,Net Banking
7139,2627,18-11-2022,Debit Card
7140,950,15-07-2022,Wallet
7141,4502,20-02-2023,Credit Card
7142,1050,01-03-2023,Credit Card
7143,4076,02-07-2022,Wallet
7144,4460,01-06-2023,Wallet
7145,1391,15-11-2022,Credit Card
7146,1084,17-09-2022,Credit Card
7147,4647,06-01-2023,Credit Card
7148,1659,24-10-2022,Wallet
7149,4388,14-10-2023,Net Banking
7150,1818,20-12-2022,UPI
7151,191,24-02-2022,UPI
7152,461,28-10-2022,Net Banking
7153,2522,30-10-2023,UPI
7154,3477,11-11-2022,Net Banking
7155,2706,01-12-2023,Net Banking
7156,4367,13-09-2022,UPI
7157,1158,30-06-2022,UPI
7158,4267,11-11-2023,UPI
7159,28,25-09-2023,Debit Card
7160,4232,16-01-2023,UPI
7161,2973,04-11-2022,Wallet
7162,3025,07-06-2023,Wallet
7163,4984,18-12-2022,Debit Card
7164,1265,21-11-2023,Wallet
7165,856,03-05-2022,UPI
7166,4026,24-04-2023,Debit Card
7167,1252,14-07-2023,Credit Card
7168,4605,13-04-2023,Credit Card
7169,3871,01-07-2022,Net Banking
7170,1327,25-01-2023,UPI
7171,1026,02-11-2022,Net Banking
7172,362,13-09-2022,Credit Card
7173,1219,04-12-2022,Wallet
7174,606,19-05-2023,Debit Card
7175,1671,01-08-2022,Credit Card
7176,4812,24-10-2022,Net Banking
7177,2298,08-08-2022,Wallet
7178,2195,24-06-2023,Debit Card
7179,4444,27-02-2023,Wallet
7180,1278,29-12-2023,Credit Card
7181,399,18-07-2022,Wallet
7182,2173,10-07-2022,Wallet
7183,2811,09-05-2022,Net Banking
7184,2653,10-06-2022,Wallet
7185,2940,02-02-2022,Debit Card
7186,822,11-01-2022,Credit Card
7187,4998,22-05-2023,UPI
7188,945,20-03-2023,Wallet
7189,3479,03-08-2022,Credit Card
7190,2780,08-05-2023,Wallet
7191,4430,09-07-2022,Wallet
7192,4451,05-02-2023,Net Banking
7193,1197,07-08-2023,Credit Card
7194,1213,02-09-2022,Debit Card
7195,824,28-01-2023,UPI
7196,1897,24-03-2022,Wallet
7197,4264,24-04-2022,Credit Card
7198,2416,10-03-2022,Credit Card
7199,536,30-11-2022,Wallet
7200,3011,10-06-2022,UPI
7201,2628,17-04-2022,Wallet
7202,3778,23-03-2023,UPI
7203,950,20-05-2022,Credit Card
7204,3509,26-12-2022,Wallet
7205,4303,30-05-2022,Credit Card
7206,544,09-04-2022,Wallet
7207,3901,16-06-2022,Wallet
7208,3754,18-10-2023,Debit Card
7209,4225,02-11-2023,Net Banking
7210,2083,08-04-2023,Wallet
7211,2867,10-07-2023,Wallet
7212,2247,22-08-2023,Credit Card
7213,1837,25-03-2022,UPI
7214,77,31-08-2023,Credit Card
7215,369,29-10-2022,Net Banking
7216,4622,28-08-2022,Wallet
7217,349,05-08-2022,Credit Card
7218,4602,07-08-2023,UPI
7219,4739,30-06-2022,Net Banking
7220,4334,21-02-2023,Net Banking
7221,1456,16-11-2023,Wallet
7222,2186,11-07-2022,Net Banking
7223,3812,04-04-2022,UPI
7224,3273,26-10-2023,Credit Card
7225,3683,02-11-2023,Net Banking
7226,1847,23-11-2022,Debit Card
7227,1855,10-04-2023,Credit Card
7228,2986,10-03-2023,UPI
7229,4451,26-11-2022,UPI
7230,2626,11-06-2023,Wallet
7231,2895,29-04-2022,Net Banking
7232,559,21-01-2022,Wallet
7233,2897,21-01-2022,Net Banking
7234,1918,12-11-2022,Credit Card
7235,1255,09-08-2022,Wallet
7236,1682,10-09-2023,Wallet
7237,1815,06-03-2022,Wallet
7238,663,29-05-2022,Wallet
7239,4117,02-07-2022,Debit Card
7240,3326,04-08-2023,Debit Card
7241,1242,20-12-2023,Wallet
7242,3144,14-09-2023,Net Banking
7243,3038,09-10-2022,Wallet
7244,162,27-11-2022,Debit Card
7245,4226,24-02-2022,Debit Card
7246,1951,23-04-2022,Wallet
7247,4321,01-08-2022,Wallet
7248,1782,15-02-2022,Net Banking
7249,4676,22-03-2023,Debit Card
7250,1478,11-03-2022,Wallet
7251,3031,01-07-2022,UPI
7252,3987,22-06-2022,Wallet
7253,107,19-05-2023,Debit Card
7254,2669,06-11-2022,UPI
7255,4936,28-07-2022,UPI
7256,1165,11-08-2022,UPI
7257,1158,09-12-2022,Net Banking
7258,2247,31-08-2023,Wallet
7259,667,30-04-2022,UPI
7260,2127,02-07-2023,Net Banking
7261,2942,03-02-2022,Debit Card
7262,512,25-01-2023,UPI
7263,250,16-10-2022,Wallet
7264,889,21-07-2023,UPI
7265,1024,19-06-2023,Debit Card
7266,4695,10-07-2023,Debit Card
7267,4849,10-04-2022,UPI
7268,600,28-01-2022,Wallet
7269,3023,30-07-2023,Net Banking
7270,2531,11-11-2022,UPI
7271,2884,14-11-2023,Debit Card
7272,2065,15-10-2023,Net Banking
7273,1759,07-08-2023,Wallet
7274,3570,09-07-2023,UPI
7275,1243,28-08-2022,Debit Card
7276,4330,19-05-2023,Net Banking
7277,2296,23-02-2023,Credit Card
7278,1926,13-10-2023,Net Banking
7279,2063,09-02-2023,Debit Card
7280,3396,13-12-2023,Debit Card
7281,441,03-06-2022,Credit Card
7282,2744,16-12-2022,Credit Card
7283,7,02-08-2022,Credit Card
7284,1587,16-07-2023,Wallet
7285,826,18-02-2022,Debit Card
7286,3825,25-12-2022,UPI
7287,1269,13-05-2023,Wallet
7288,3437,13-12-2022,Debit Card
7289,3439,08-12-2022,Net Banking
7290,1311,27-02-2023,Credit Card
7291,4034,15-03-2023,Net Banking
7292,1628,01-09-2022,UPI
7293,1037,14-11-2023,Wallet
7294,478,08-07-2023,Net Banking
7295,2679,09-06-2023,UPI
7296,715,17-12-2023,Net Banking
7297,1677,21-10-2022,Debit Card
7298,2163,19-07-2022,Net Banking
7299,509,14-11-2022,Credit Card
7300,382,02-11-2023,Credit Card
7301,1181,19-07-2022,Debit Card
7302,1846,20-10-2022,Wallet
7303,4371,07-10-2022,Credit Card
7304,1719,02-04-2022,Net Banking
7305,1101,03-08-2023,Credit Card
7306,1861,05-03-2022,Debit Card
7307,2092,24-05-2022,Wallet
7308,718,03-08-2023,Debit Card
7309,318,23-08-2022,Net Banking
7310,4630,28-02-2023,Credit Card
7311,1777,10-11-2022,Net Banking
7312,2285,03-05-2022,Credit Card
7313,1245,22-02-2022,Credit Card
7314,1334,27-01-2022,UPI
7315,3670,09-01-2023,Debit Card
7316,1201,05-02-2022,UPI
7317,1795,04-09-2023,Net Banking
7318,2702,21-05-2022,Net Banking
7319,1455,19-11-2023,Wallet
7320,1934,07-07-2022,Credit Card
7321,747,19-12-2023,UPI
7322,841,10-09-2023,Wallet
7323,2496,05-09-2023,UPI
7324,1089,15-09-2023,Net Banking
7325,793,30-03-2023,Wallet
7326,1268,28-06-2022,Debit Card
7327,1551,14-01-2022,Wallet
7328,2691,14-11-2023,Credit Card
7329,293,16-09-2022,Net Banking
7330,4023,27-10-2023,Debit Card
7331,1405,03-02-2022,Net Banking
7332,1649,11-12-2023,Credit Card
7333,2817,20-08-2022,Net Banking
7334,3911,12-07-2022,Debit Card
7335,2919,25-05-2023,Wallet
7336,1398,07-07-2022,Wallet
7337,1694,12-05-2023,Wallet
7338,1038,24-11-2022,Debit Card
7339,3853,22-12-2023,Wallet
7340,1563,18-12-2023,UPI
7341,1113,15-04-2022,UPI
7342,1292,18-10-2022,Wallet
7343,1162,30-08-2022,Credit Card
7344,1030,07-04-2022,Debit Card
7345,4338,07-05-2023,Credit Card
7346,4258,25-04-2022,Net Banking
7347,2740,06-11-2022,Credit Card
7348,979,05-07-2023,Credit Card
7349,518,20-04-2022,Credit Card
7350,4994,11-07-2022,Wallet
7351,783,09-11-2023,Net Banking
7352,2832,08-08-2023,Net Banking
7353,4181,22-04-2022,Wallet
7354,138,30-10-2022,UPI
7355,754,31-07-2023,UPI
7356,2954,22-12-2022,Net Banking
7357,4809,12-04-2022,Debit Card
7358,2456,21-07-2023,Wallet
7359,2835,11-11-2022,Credit Card
7360,580,13-07-2022,Debit Card
7361,3256,15-03-2022,UPI
7362,3267,11-02-2023,Net Banking
7363,4650,19-10-2022,UPI
7364,396,03-07-2022,Net Banking
7365,1938,08-07-2023,Wallet
7366,4906,24-12-2022,Net Banking
7367,2590,09-04-2022,Debit Card
7368,3035,02-10-2023,Debit Card
7369,170,09-06-2023,Debit Card
7370,2338,03-09-2023,Debit Card
7371,3240,11-04-2023,Credit Card
7372,3416,14-10-2023,UPI
7373,3569,23-07-2022,Wallet
7374,3217,09-02-2023,Wallet
7375,3485,20-05-2022,Wallet
7376,4836,14-11-2022,UPI
7377,1842,11-01-2023,Net Banking
7378,3761,08-08-2022,Wallet
7379,4553,15-12-2022,Wallet
7380,3027,27-02-2023,Credit Card
7381,3966,21-08-2022,Wallet
7382,1602,27-10-2022,Wallet
7383,1147,12-05-2022,Net Banking
7384,4327,02-11-2023,Wallet
7385,2685,02-03-2023,Wallet
7386,112,27-09-2023,UPI
7387,593,22-08-2022,Credit Card
7388,2440,31-03-2022,UPI
7389,1239,19-05-2023,Wallet
7390,2795,22-10-2023,Credit Card
7391,2415,21-02-2023,Net Banking
7392,2130,28-03-2023,UPI
7393,2854,15-04-2023,Net Banking
7394,2870,17-02-2022,Wallet
7395,3599,11-08-2022,Wallet
7396,3804,10-10-2023,Credit Card
7397,1527,14-12-2023,Net Banking
7398,1970,11-04-2023,Wallet
7399,952,01-03-2022,Net Banking
7400,1503,07-10-2022,Net Banking
7401,4468,17-01-2022,Credit Card
7402,3337,17-11-2022,Credit Card
7403,110,10-11-2023,Wallet
7404,3987,21-07-2023,Wallet
7405,2355,18-03-2022,Net Banking
7406,226,16-04-2023,UPI
7407,3012,27-06-2023,Wallet
7408,4127,11-04-2022,Net Banking
7409,614,24-06-2023,Net Banking
7410,99,28-06-2023,Debit Card
7411,811,20-09-2022,Debit Card
7412,3338,25-07-2022,UPI
7413,2700,25-04-2023,Credit Card
7414,4910,14-03-2022,UPI
7415,1020,14-03-2023,UPI
7416,3026,05-08-2023,Wallet
7417,3529,22-11-2023,Net Banking
7418,3887,20-12-2023,UPI
7419,2980,26-06-2023,Credit Card
7420,3341,18-02-2023,Net Banking
7421,797,18-10-2023,Wallet
7422,1958,02-11-2023,Debit Card
7423,3067,01-08-2022,UPI
7424,3021,08-03-2022,Net Banking
7425,2681,26-02-2023,Debit Card
7426,4442,14-04-2023,Wallet
7427,4820,06-01-2023,Credit Card
7428,2949,30-12-2022,Wallet
7429,3732,04-02-2023,Credit Card
7430,1102,17-09-2022,Credit Card
7431,1038,14-02-2022,Credit Card
7432,4232,14-10-2022,Wallet
7433,792,24-06-2023,UPI
7434,4175,25-11-2022,Debit Card
7435,1779,11-11-2022,Net Banking
7436,4801,23-02-2023,UPI
7437,982,01-11-2022,UPI
7438,1266,17-08-2022,Net Banking
7439,744,05-07-2022,Net Banking
7440,2432,28-04-2022,Debit Card
7441,375,06-05-2022,UPI
7442,1754,12-05-2022,Debit Card
7443,3898,10-06-2022,UPI
7444,2537,03-12-2023,Net Banking
7445,1992,16-08-2023,Credit Card
7446,2929,13-12-2023,Debit Card
7447,3447,12-12-2022,Debit Card
7448,592,25-03-2022,Credit Card
7449,4629,11-02-2022,UPI
7450,2570,11-03-2023,Credit Card
7451,2873,15-06-2022,Credit Card
7452,1177,03-03-2023,Wallet
7453,1336,17-02-2022,UPI
7454,4694,11-02-2022,Credit Card
7455,113,04-07-2022,Credit Card
7456,3773,20-08-2022,Wallet
7457,1846,05-02-2023,Wallet
7458,1988,22-11-2023,Wallet
7459,4830,17-05-2022,Net Banking
7460,1986,25-12-2023,Debit Card
7461,3293,04-06-2023,Wallet
7462,3243,21-08-2022,UPI
7463,253,03-01-2023,Net Banking
7464,124,14-09-2023,Debit Card
7465,1237,05-08-2023,Net Banking
7466,624,28-01-2023,Wallet
7467,3157,17-05-2023,Credit Card
7468,3137,02-01-2023,Credit Card
7469,3390,21-04-2022,Net Banking
7470,3418,18-09-2022,Debit Card
7471,1656,07-08-2023,Debit Card
7472,1267,05-03-2022,UPI
7473,2946,23-11-2023,Wallet
7474,1161,15-05-2023,Credit Card
7475,2295,01-03-2022,Debit Card
7476,441,30-03-2022,UPI
7477,2093,22-12-2022,Net Banking
7478,2706,05-07-2023,UPI
7479,3760,04-01-2023,Credit Card
7480,554,07-05-2023,Wallet
7481,4905,08-10-2023,UPI
7482,1113,09-02-2023,Net Banking
7483,2778,18-01-2022,UPI
7484,1834,03-01-2023,Net Banking
7485,1315,14-09-2022,UPI
7486,3494,09-08-2022,Credit Card
7487,3139,30-09-2022,Debit Card
7488,3113,12-01-2023,Wallet
7489,99,04-09-2022,Net Banking
7490,3926,25-01-2023,Credit Card
7491,1480,24-07-2023,Net Banking
7492,4397,04-09-2022,Debit Card
7493,1223,22-06-2022,Net Banking
7494,4584,24-11-2022,Debit Card
7495,1005,03-05-2022,Debit Card
7496,477,30-12-2023,Net Banking
7497,1136,12-04-2023,Credit Card
7498,2857,28-09-2023,UPI
7499,1706,21-11-2023,Credit Card
7500,518,19-08-2022,Credit Card
7501,1221,08-11-2022,Credit Card
7502,2507,11-10-2023,Net Banking
7503,4326,21-04-2023,UPI
7504,1192,09-07-2022,UPI
7505,3881,16-05-2023,Debit Card
7506,3244,25-09-2023,UPI
7507,1978,14-10-2022,Credit Card
7508,2243,17-11-2022,Net Banking
7509,3091,02-03-2022,UPI
7510,1888,18-05-2022,Debit Card
7511,4560,06-05-2022,UPI
7512,974,05-12-2023,Net Banking
7513,66,11-07-2022,Credit Card
7514,2907,02-08-2022,UPI
7515,571,12-07-2022,Net Banking
7516,3893,12-08-2023,Debit Card
7517,308,16-10-2023,Credit Card
7518,3409,23-01-2022,Debit Card
7519,3743,18-01-2023,Wallet
7520,783,05-06-2022,Debit Card
7521,4217,03-04-2022,Debit Card
7522,766,11-11-2023,UPI
7523,3476,05-12-2023,UPI
7524,773,01-09-2023,Debit Card
7525,3858,10-05-2022,Net Banking
7526,3186,03-03-2023,Wallet
7527,540,13-08-2022,UPI
7528,2050,29-12-2023,Credit Card
7529,3284,12-01-2022,Net Banking
7530,4676,14-12-2022,UPI
7531,1664,15-03-2022,Credit Card
7532,1048,21-04-2022,Credit Card
